address,zipcode,lattitude,longitude
6619 North Western Avenue,60612,41.895584,-87.686815
24th and Federal,60611,41.894734,-87.620291
2401 S Federal st,60616,41.849108,-87.62924
2401 S Federal St,60616,41.849108,-87.62924
450 E Benton Place,60611,41.885539,-87.61686
450 E Benton Pl,60601,41.885539,-87.61686
12000 South Emerald Avenue,60628,41.675859,-87.640884
353 N DesPlaines St,60611,41.888339,-87.644327
2529 WLogan Blvd,60647,41.92824,-87.691282
2529 W Logan Blvd,60647,41.92824,-87.691282
6151 NSheridan Road,60660,41.993755,-87.655494
7901 S Farragut Dr,60649,41.755361,-87.546155
1801 N Milwaukee Ave,60647,41.914096,-87.683182
1358 W Monroe St,60607,41.880258,-87.661675
1358 W Monroe,60607,41.880258,-87.661675
2828 S Eleanor St,60608,41.843103,-87.662955
2828 S Eleanor Street,60608,41.843103,-87.662955
2828 South Eleanor Street,60608,41.843103,-87.662955
2540 W Jackson Blvd,60612,41.877529,-87.690647
2540 W Jackson Blvd,60612,41.877529,-87.690647
2540 W Jackson Bouldevard,60612,41.88004,-87.687011
2554 W Jackson Blvd,60612,41.877524,-87.69106
1919 W Maypole Ave,60607,41.884137,-87.674818
1801 N Ridgeway Ave,60647,41.914358,-87.720345
4139 N Oak Park Ave,60634,41.953324,-87.796279
11625 S Oakley Ave,60643,41.680893,-87.679036
3938-40 S Indiana Ave,60653,41.822661,-87.621561
3900 South Lake Park Avenue,60653,41.825001,-87.603882
4149-53 S Vincennes Ave,60653,41.818796,-87.6137
4149 -53 S Vincennes Avenue,60653,41.818796,-87.6137
4546 N KEDVALE AVE,60630,41.963811,-87.731561
1514 N Larrabee,60610,41.909654,-87.643378
6336 S Kilbourn Ave,60629,41.77753,-87.734937
745 W Wrightwood Ave,60614,41.929109,-87.648249
745 W Wrightwood Ave,60614,41.929109,-87.648249
3823 W School St,60618,41.940974,-87.723231
4712 W Belmont Ave,60641,41.938883,-87.744326
5100 N Ridgeway Ave,60625,41.973843,-87.722074
1932 W Lunt Ave,60626,42.008928,-87.679353
5825 S Kostner Ave,60629,41.787017,-87.732792
5825 S Kostner Ave,60629,41.787017,-87.732792
2045 N Lincoln Park West,60614,41.919658,-87.636379
1809 W 50th St,60609,41.803113,-87.670689
300 E 31st St,60616,41.838421,-87.618745
2430 N Cannon Dr,60614,41.926984,-87.634285
4345 S Calumet Ave,60653,41.815818,-87.618305
4347 S Calumet Ave,60653,41.815193,-87.61829
500 S Central Ave,60644,41.873961,-87.764595
30 W 66th St,60621,41.774573,-87.628084
30 W 66TH ST,60621,41.774573,-87.628084
5801 N Pulaski Rd,60646,41.986333,-87.728537
5801 N Pulaski Rd,60646,41.986333,-87.728537
5641 S Kenwood Ave,60637,41.792818,-87.593229
6601 N Western Ave,60645,42.001363,-87.689946
7345 N Washtenaw Ave,60645,42.014889,-87.697319
1119 W Cullerton St,60608,41.855228,-87.65395
3520 S Cottage Grove Ave,60653,41.830713,-87.610379
1312 S Racine Ave,60608,41.864757,-87.65661
4542 S Greenwood Ave,60653,41.812117,-87.599326
4434 S Lake Park Ave,60653,41.814477,-87.597067
808 N Lake Shore Dr,60611,41.897388,-87.617422
4921 N Marine Drive,60640,41.962149,-87.646887
1501 W Randolph St,60607,41.884747,-87.66427
9650 S Avenue M,60617,41.719859,-87.537695
9650 S Avenue,60617,41.719807,-87.538895
9501 S Oglesby Ave,60617,41.721959,-87.565893
1700 S Wentworth Avenue,60616,41.858719,-87.6319
200-322 West 18th Street,60616,41.857752,-87.631898
300 W 19th Street,60616,41.8566,-87.633039
1700 S Wentworth Ave,60616,41.858719,-87.6319
300 w 18th street,60616,41.857721,-87.63706
239 West 18th Street,60616,41.857637,-87.63359
300 W 19th St,60616,41.8566,-87.633039
1906 South Tom Parkway,60616,41.856175,-87.634229
4247 W 31st St,60623,41.836817,-87.730787
4247 W 31st St,60623,41.836817,-87.730787
4247 W 31st,60623,41.836817,-87.730787
6801 WImlay St,60631,41.998816,-87.79717
6801 W Imlay St,60631,41.998816,-87.79717
6566 N Avondale Ave Chicago,60631,41.999676,-87.814855
2045 N Lincoln Park West,60614,41.919658,-87.636379
4044 S Prairie Ave,60653,41.821371,-87.619912
4100 N Long Ave,60641,41.955113,-87.762131
4100 N Long,60641,41.955113,-87.762131
7340 N Rogers Ave,60626,42.014829,-87.677848
7340 N Rogers Ave,60626,42.014829,-87.677848
5100 N Francisco Ave,60625,41.973861,-87.701292
6310 S Drexel Ave,60637,41.78021,-87.602893
632 S Dearborn St,60605,41.873759,-87.629185
632-708 S Dearborn,60605,41.873759,-87.629185
1050 W Pratt Ave,60626,42.005235,-87.680291
310 SState St,60604,41.877744,-87.627732
1844 N Sheffield Ave,60614,41.91506,-87.653255
6401 S Stony Island Ave,60637,41.778764,-87.586422
5491 S Lake Shore Dr,60615,41.802587,-87.583758
1419 W Blackhawk St,60642,41.907049,-87.663404
10940 S Prospect Ave,60643,41.694719,-87.66801
1419 West Blackhawk Street,60622,41.907021,-87.667726
11101 S Cottage Grove Ave,60628,41.692771,-87.60985
4900 N Marine Drive,60640,41.971586,-87.650445
2045 N Lincoln Park West,60614,41.919658,-87.636379
6239 N McClellan Ave,60646,41.995427,-87.770852
7334 S Maryland Ave,60619,41.761566,-87.604232
2873 E 75th Street (75th St @ Lake Michigan),60649,41.762202,-87.571522
3111 E 77th St,60649,41.758192,-87.55023
2873 E 75th St,60649,41.76134,-87.555588
3111 East 77th St,60649,41.758192,-87.55023
7900 South South Shore Drive,60617,41.751694,-87.548057
4350 W 79th St,60652,41.749427,-87.730387
4350 W 79th St,60652,41.749427,-87.730387
4604 N Manor Ave,60625,41.965273,-87.700092
1300 W 79th St,60620,41.75047,-87.655352
4101 S Lake Park Avenue,60653,41.820116,-87.600877
1700 S Wentworth Avenue,60616,41.858719,-87.6319
2509 W Irving Park Rd,60618,41.95398,-87.691084
2509 W Irving Park Rd,60618,41.95398,-87.691084
821 W 19th St,60608,41.856732,-87.647265
821 West 19th Street,60608,41.856732,-87.647265
2045 N Lincoln Park West,60614,41.919658,-87.636379
1817 W 96th Street,60643,41.719328,-87.668116
1817 W 96th St,60643,41.719328,-87.668116
1817 W 96th St,60643,41.719328,-87.668116
9625 S Longwood Dr,60643,41.718868,-87.669072
1817 W 96th Street,60643,41.719328,-87.668116
9512 S Wood St,60643,41.72087,-87.667435
4247 West 31st Street,60623,41.836817,-87.730787
6100 W Fullerton Ave,60639,41.923834,-87.77826
6100 W Fullerton,60639,41.923834,-87.77826
6100 W Fullerton,60639,41.923834,-87.77826
6100 W Fullerton Ave,60639,41.923834,-87.77826
2045 N Lincoln Park West,60614,41.919658,-87.636379
5100 N Francisco Ave,60625,41.973861,-87.701292
401 E River Dr,60611,41.889027,-87.617635
5075 N Francisco Ave,60625,41.973812,-87.701291
Junior Fieldhouse,60625,39.390897,-99.066067
5100 N Francisco Ave,60625,41.973861,-87.701292
2500 W Lunt Ave,60645,42.008606,-87.692536
401 E River Dr,60611,41.889027,-87.617635
2045 W Pratt Blvd,60645,42.005211,-87.681766
100 N Central Park Ave,60624,41.881566,-87.715877
2045 N Lincoln Park West,60614,41.919658,-87.636379
5230 W Argyle St,60630,41.971571,-87.759036
5200 W Argyle St,60630,41.971576,-87.757768
9247 S Eggleston Ave,60620,41.72567,-87.634854
9247 S Eggleston Ave,60620,41.72567,-87.634854
10540 S Morgan St,60643,41.702497,-87.647555
7705 N Eastlake Terrace,60626,42.021017,-87.665159
7345 N Washtenaw Ave,60645,42.014889,-87.697319
3000 W Argyle,60625,41.972114,-87.704549
3000 W Argyle St,60625,41.972114,-87.704549
3000 W Argyle St Chicago,60625,41.972114,-87.704549
62 W Roosevelt Rd,60605,41.867444,-87.629875
4901 N Sheridan Rd,60640,41.971524,-87.654897
W Roscoe St & N Lake Shore Drive,60618,41.9434,-87.640505
2045 N Lincoln Park West,60614,41.919658,-87.636379
6312 W Rosedale Ave,60646,41.989007,-87.781115
7547 S Euclid Ave,60649,41.75613,-87.577294
7547 S EUCLID AVE,60649,41.75613,-87.577294
11546 S Avenue L,60617,41.685167,-87.53645
2045 Lincoln Park West,60614,36.266433,-86.744265
1552 W Schreiber Ave,60626,41.998905,-87.669743
3801 W 45th St,60632,41.811685,-87.712409
3045 E 83rd St,60617,41.744677,-87.549838
3045 E 83rd St,60617,41.744677,-87.549838
6871 W Belden Ave,60707,41.921134,-87.798468
6871 West Belden Avenue,60707,41.921134,-87.798468
3520 N Sacramento Ave,60618,41.946102,-87.702889
3520 N Sacramento Ave,60618,41.946102,-87.702889
2453 W Monroe St,60612,41.880276,-87.687235
4222 W Foster Ave,60630,41.975421,-87.73445
5861 N Kostner Ave,60646,41.987483,-87.738315
4400 WDevon Ave,60646,41.997309,-87.753277
4400 W Devon Ave,60646,41.997309,-87.753277
2021 N Burling St,60614,41.919044,-87.647303
2415 N Marshfield Ave,60614,41.925929,-87.669387
8900 S Green Bay Ave,60617,41.733733,-87.541587
1552 W Schreiber Ave,60626,41.998905,-87.669743
4637 W 83rd St,60652,41.74203,-87.736251
3299 West Devon Avenue,60712,41.997255,-87.739196
808 N Lake Shore Dr,60611,41.897388,-87.617422
Lakefront Trail,60616,41.844869,-87.629531
2045 N Lincoln Park West,60614,41.919658,-87.636379
220 E Chicago Ave,60611,41.896827,-87.621575
2228 N Oakley Ave,60647,41.922882,-87.68512
2228 N Oakley Ave Chicago,60647,41.922882,-87.68512
5656 S St Louis Ave,60629,41.790475,-87.710771
3500 W Norman Bobbins Pl,60629,41.777061,-87.711565
5887 N Ridge Ave,60660,41.988713,-87.668464
1519 W Thorndale Ave,60660,41.989943,-87.667961
Thorndale and Greenview,60660,41.98994,-87.66755
Elmdale and Greenview,60660,41.99081,-87.66762
375 W Elm St,60610,41.902735,-87.639122
6935 W Addison St,60634,41.945407,-87.800259
6935 W Addison St,60634,41.945407,-87.800259
3015 West Division Street,60622,41.902897,-87.702544
3660 W 23rd St,60623,41.849847,-87.716566
1200 S Lake Shore D,60605,41.868755,-87.617531
3660 W 23rd St,60623,41.849847,-87.716566
3505 N Southport Ave,60657,41.945404,-87.663972
2650 W Peterson Ave,60659,41.990486,-87.696173
910 S Aberdeen St,60607,41.870411,-87.654251
1301 W 52nd St,60609,41.799637,-87.657436
5158 S Ada St,60609,41.799925,-87.658665
1159 W 54th St,60609,41.796013,-87.653564
5444 S Loomis Blvd,60609,41.794347,-87.659722
6201 S Stewart Ave,60621,41.782048,-87.635103
5701 S Shields Ave,60621,41.790681,-87.634054
2045 N Lincoln Park West,60614,41.919658,-87.636379
1521 S Linn White Dr,60605,41.860664,-87.610261
2430 W Logan Blvd,60647,41.928396,-87.689574
1640 N Drake Ave,60647,41.911382,-87.714974
1640 N Drake Ave,60647,41.911382,-87.714974
2835 S Wallace St,60616,41.842588,-87.641524
337 E Randolph St,60602,41.884284,-87.622394
1331 W Adams St,60606,41.879314,-87.639145
6401 S Stony Island Ave,60637,41.778764,-87.586422
2526 W Grand Ave,60612,41.891721,-87.690109
9912 S Princeton Ave,60628,41.7139,-87.630859
9912 S Princeton Ave,60628,41.7139,-87.630859
2526 W Grand Ave,60612,41.891721,-87.690109
534 N Albany Ave,60612,41.890886,-87.70396
1851 W Huron St,60622,41.89414,-87.674041
1410 S Museum Campus Dr,60605,41.863437,-87.614765
1410 S Museum Campus,60605,41.863437,-87.614765
901 W Oakdale Ave,60657,41.935392,-87.65256
6514 North Olympia Avenue,60631,41.999124,-87.81681
North Ave,60614,41.922605,-87.652064
1300 W Wolfram St,60657,41.93343,-87.661691
Columbus Dr & Congress Pkwy,60601,41.875893,-87.620624
7059 S South Shore Dr,60649,41.766242,-87.562783
7049 S South Shore Dr,60649,41.767204,-87.566512
7059 S South Shore Dr,60649,41.766242,-87.562783
E 87th St,60617,41.737337,-87.554004
4706 North Pulaski Road,60630,41.966819,-87.727969
4706 N Pulaski Rd,60630,41.966819,-87.727969
2045 N Lincoln Park West,60614,41.919658,-87.636379
1521 S Linn White Dr,60605,41.860664,-87.610261
1401 South Sacramento Drive,60623,41.862686,-87.701891
5337 S Blackstone Ave,60615,41.798762,-87.590401
339 N St Louis Ave,60624,41.887501,-87.713629
St Louis and Bloomingdale,60614,41.91358,-87.71343
347 N St Louis Ave,60624,41.887565,-87.713632
6404 N Kedzie Ave,60645,41.997395,-87.709352
618 W Scott St,60610,41.905037,-87.643867
2306 W Maypole Ave,60612,41.883892,-87.685385
5100 S Nordica Ave,60638,41.798699,-87.797896
3658 S State St,60609,41.827269,-87.626507
6401 S Stony Island Ave,60637,41.778764,-87.586422
2700 S Halsted St,60608,41.844392,-87.646433
2045 N Lincoln Park West,60614,41.919658,-87.636379
87th at S Lake Shore Drive,60617,41.731332,-87.54026
87th at S Lake Shore Dr,60617,41.731332,-87.54026
3150 West Peterson Avenue,60659,41.99043,-87.70855
3150 W Peterson Ave,60659,41.99043,-87.70855
1700 S Wentworth Avenue,60616,41.858719,-87.6319
5446 S Greenwood Ave,60615,41.796564,-87.599675
5432 S Greenwood Ave,60615,41.796985,-87.599679
5422 S Greenwood Ave,60615,41.797286,-87.599686
4347 W 54th St,60632,41.794989,-87.732391
4347 W 54th St,60632,41.794989,-87.732391
4347 W 54TH ST Chicago,60632,41.794989,-87.732391
6631 N Bosworth Ave,60626,42.002795,-87.669303
4201 S Champlain Ave,60653,41.818327,-87.610444
2200 N Oakley Ave,60647,41.922402,-87.685509
3111 East 77th Street,60649,41.758192,-87.55023
7262 W Summerdale Ave,60656,41.977515,-87.808883
4320 W 5th Ave,60624,41.870728,-87.733605
251 W 24th Pl,60616,41.848267,-87.633707
2045 N Lincoln Park West,60614,41.919658,-87.636379
4500 N Virginia Ave,60625,41.96332,-87.69479
5610 W Lake St,60644,41.887286,-87.765528
2522 N Racine Ave,60614,41.928702,-87.658568
2528 N Racine Ave,60614,41.928111,-87.658536
2101 W Superior St,60612,41.894941,-87.679491
650 W Leamington Ave,60644,41.892867,-87.75429
5109 S Greenwood Ave,60615,41.802127,-87.599812
2045 N Lincoln Park West,60614,41.919658,-87.636379
6205 North Sheridan Road,60660,36.826033,-119.612145
3344 S 71st St,60629,41.764325,-87.706792
3344 W 71st St,60629,41.764325,-87.706792
3344 West 71st St,60629,41.764325,-87.706792
39 W 47th St,60609,41.809187,-87.627869
39 W 47th St,60609,41.809187,-87.627869
704 W 42nd St,60609,41.817588,-87.643286
2700 S Halsted St,60608,41.844392,-87.646433
East 87th St at Lake Michigan,60617,41.737337,-87.554004
1521 S Linn White Dr,60605,41.860664,-87.610261
2153 North Humboldt Boulevard,60647,41.921135,-87.70166
2045 N Lincoln Park West,60614,41.919658,-87.636379
657 E 114th St,60628,41.687407,-87.606121
1400 S Lake Shore Dr,60605,41.865091,-87.619006
2391 N Stockton Dr,60614,41.924288,-87.635772
8421 S Morgan St,60620,41.741067,-87.648634
3186 West Palmer Square,60647,41.921474,-87.707024
2401 N Lake Shore Dr,60614,41.926214,-87.630541
4100 N Long Ave,60641,41.955113,-87.762131
55 W Cermak Rd,60616,41.85283,-87.629116
55 W 22nd,60616,41.85283,-87.629116
375 W Elm St,60610,41.902735,-87.639122
7348 N Paulina St,60626,42.015271,-87.672444
5887 N Ridge Ave,60660,41.988713,-87.668464
2401 N Lake Shore Drive,60614,41.926214,-87.630541
6871 W Belden Ave,60707,41.921134,-87.798468
1130 Midway Plaisance North,60637,41.780991,-87.604053
4100 N Long Ave,60641,41.955113,-87.762131
1811 S Throop St,60608,41.857135,-87.658859
4759 N Lavergne Ave,60630,41.967623,-87.752627
230 N Kolmar,60624,41.88383,-87.739177
305 N Kostner Ave,60624,41.885906,-87.735629
305 NKostner Ave,60624,41.885906,-87.735629
2021 N Burling St,60614,41.919044,-87.647303
1045 W Pratt,60626,42.005589,-87.65864
1700 S Wentworth Ave,60616,41.858719,-87.6319
7348 N Paulina St,60626,42.015271,-87.672444
2106 W Adams St,60612,41.878699,-87.679378
1419 W Blackhawk St,60642,41.907049,-87.663404
2250 N Clifton Ave,60614,41.923191,-87.657158
1750 W Juneway Terrace,60626,42.022541,-87.673578
1750 W Juneway Ter,60626,42.022541,-87.673578
East 87th at Lake Michigan,60617,44.3069,-84.63921
2400 E 105th St,60617,41.704587,-87.564479
2400 E 105th St,60617,41.704587,-87.564479
5100 N Ridgeway Ave,60625,41.973843,-87.722074
501 E 90th Pl,60619,41.730111,-87.60948
1801-11 N Milwaukee Ave Chicago,60647,41.914096,-87.683182
1249 N Astor St,60610,41.905377,-87.627208
301 S Columbus Dr,60605,41.87586,-87.620623
2045 N Lincoln Park West,60614,41.919658,-87.636379
1501 W Randolph St,60606,41.884438,-87.639333
1501 W Randolph St,60607,41.884747,-87.66427
1119 W Cullerton St,60608,41.855228,-87.65395
2636 N Kimball Ave,60647,41.929239,-87.712198
2636 N Kimball,60647,41.929239,-87.712198
900 W Wilson Ave,60640,41.965499,-87.65239
7001 W 59th St,60638,41.784735,-87.797036
2045 N Lincoln Park West,60614,41.919658,-87.636379
3200 W Palmer Blvd,60647,41.921474,-87.706906
2820 E 98th St,60617,41.7173,-87.55583
2820 E 98th St,60617,41.7173,-87.55583
4120 W Taylor St,60624,41.869059,-87.728248
5010 W 50th St,60638,41.802024,-87.748205
2100 W Lawrence Ave,60625,41.96876,-87.681611
948 W 51st,60609,41.800616,-87.649559
948 W 51st,60609,41.800616,-87.649559
5801 N Pulaski Rd,60646,41.986333,-87.728537
607 W 92nd St,60620,41.726994,-87.639096
1722 N Ashland Ave,60614,41.918038,-87.668025
1719 W Wolfram St,60657,41.933247,-87.672892
630 N Kingsbury St,60606,41.88884,-87.638689
1446 W Warner Ave,60613,41.957071,-87.666183
6601 N Western Ave,60645,42.001363,-87.689946
6601 North Western Avenue,60645,42.001363,-87.689946
6601 N Western Ave,60645,42.001363,-87.689946
2350 W Pratt Blvd,60645,42.005032,-87.689514
2050 W Pratt Blvd,60645,42.005208,-87.68198
6650 N Claremont Ave,60645,41.999671,-87.688727
8213 S Euclid Ave,60617,41.745648,-87.577096
5531 S Martin Luther King Dr,60637,41.792123,-87.615874
5531 S King Dr,60615,41.795162,-87.615988
5200 S Hyde Park Blvd,60615,41.80101,-87.584541
7710 N Paulina St,60626,42.021333,-87.673076
5200 S Hyde Park Blvd,60615,41.80101,-87.584541
4147 W 58th St,60637,41.787712,-87.727165
5531 S King Dr,60637,41.79353,-87.61592
5531 S Martin Luther King Dr,60637,41.792123,-87.615874
740 E 65th Pl,60637,41.776039,-87.589892
5200 South Ellsworth Drive,60615,41.801993,-87.602725
5531 S Martin Luther King Dr,60637,41.792123,-87.615874
5531 S King Dr,60637,41.79353,-87.61592
5531 S Russell Drive,60637,41.793243,-87.613279
5450 S Cottage Grove Ave,60637,41.794836,-87.606238
5250 S Dr Martin Luther King Jr Dr,60637,41.794236,-87.615942
550 E 60th St,60637,41.785748,-87.612122
5650 S Dr Martin Luther King Jr Dr,60637,41.791401,-87.615846
901 N Clark St,60610,41.899288,-87.631309
2521 South Washtenaw Ave,60608,41.845852,-87.692811
2521 South Washtenaw Ave,60608,41.845852,-87.692811
2521 S Washtenaw Ave,60608,41.845852,-87.692811
1200 W 77th St,60620,41.754139,-87.653843
1357 S Indiana Ave,60605,41.864392,-87.622376
901 W Oakdale Ave,60657,41.935392,-87.65256
2333 W Sunnyside Ave,60625,41.963199,-87.686423
2333 W Sunnyside Ave,60625,41.963199,-87.686423
667 W Roscoe St,60657,41.943652,-87.647142
3770 S Wentworth Ave,60609,41.825549,-87.631339
5625 S Mobile Ave,60638,41.790224,-87.779233
6325 W 56th St,60638,41.790552,-87.779427
3770 S Wentworth Ave,60609,41.825549,-87.631339
5625 S Mobile Ave,60638,41.790224,-87.779233
13401-11 S Avenue M,60633,41.651843,-87.537457
13401 South Ave M,60633,41.65168,-87.53953
8223 S Princeton Ave,60620,41.744498,-87.631676
8223 S PRINCETON AVE,60620,41.744498,-87.631676
8223 S Princeton Ave,60620,41.744498,-87.631676
4233 W 65th St,60629,41.774943,-87.728278
4233 W 65TH ST,60629,41.774943,-87.728278
401 W 123rd St,60628,41.670629,-87.6324
400 W 123rd St,60628,41.670612,-87.633784
401 W 123rd St,60628,41.670629,-87.6324
5601 N Western Ave,60659,41.983172,-87.689389
5801 N Western Ave,60659,41.987084,-87.689528
5821 North Western Avenue,60659,41.986857,-87.689521
907 N Western Ave,60622,41.89782,-87.686877
"907 N Western Ave,",60622,41.89782,-87.686877
10609 S Western Ave,60643,41.700328,-87.681348
North Central Park Avenue,60624,41.887733,-87.716276
1120 W 122nd Street,60643,41.672243,-87.650157
1120 W 122nd Street,60643,41.672243,-87.650157
1120 W 122nd St,60643,41.672243,-87.650157
410 W Chicago Ave,60654,41.896584,-87.639313
1610 W Howard,60626,42.019399,-87.671582
2100 E 134th St,60633,41.651876,-87.572314
211 S Loomis St,60607,41.878866,-87.661908
1425 N Damen Avenue,60622,41.907977,-87.677399
1425 N Damen Ave,60622,41.907977,-87.677399
1425 N Damen Ave,60622,41.907977,-87.677399
1425 N Damen Avenue,60622,41.907977,-87.677399
1747 W Nelson St,60657,41.936903,-87.672903
6950 N Hiawatha Ave,60646,42.007401,-87.778162
2045 N Lincoln Park West,60614,41.919658,-87.636379
2210 W Pershing Rd,60609,41.823114,-87.679668
2850 S State St,60616,41.842347,-87.626888
2820 S State St,60616,41.842912,-87.6269
4101 S Lake Park Ave,60653,41.820116,-87.600877
4101 S Lake Park Avenue,60653,41.820116,-87.600877
4630 N Milwaukee Ave,60630,41.964711,-87.757983
1122 W 34th Pl C,60608,41.831557,-87.654498
1122 W 34th Pl,60608,41.831557,-87.654498
1122 W 34th Pl C,60608,41.831557,-87.654498
3225 S Racine Avenue,60608,41.835449,-87.655942
3225 S Racine Ave,60608,41.835449,-87.655942
3225 South Racine Avenue,60608,41.835449,-87.655942
Wilson and Lake Shore Drive,60614,37.62055,-95.93924
1050 W Pratt Ave,60626,42.005235,-87.680291
2045 N Lincoln Park West,60614,41.919658,-87.636379
5100 N Leavitt St,60625,41.974286,-87.684226
2135 W Foster Ave,60625,41.975981,-87.683169
5101 N Leavitt St,60625,41.97419,-87.684221
5001 N Leavitt St,60625,41.972412,-87.684163
5110 N Damen Ave,60625,41.975187,-87.679392
5001 N Leavitt St,60625,41.972412,-87.684163
6551 S Wolcott Ave,60636,41.774221,-87.671335
1355 E 53rd St,60615,41.799536,-87.592536
3325 E 108th St,60617,41.699136,-87.543168
3945 North Springfield Avenue,60618,41.952955,-87.725076
2914 N Leavitt St,60618,41.935196,-87.683073
7340 S East End Ave,60649,41.760907,-87.583561
7340 S East End Ave,60649,41.760907,-87.583561
6200 S Drexel Ave,60637,41.781893,-87.604352
100 N Central Park Ave,60624,41.881566,-87.715877
5200 S Payne Drive,60615,41.800036,-87.607678
2534 N Greenview Ave,60614,41.927985,-87.665809
